code,city_municipality,population,poverty_incidence_estimate,poverty_incidence_stderr,gini_estimate,gini_stderr,state
070352,Cordoncillo,989,0.48,0.08,0.32,0.03,El Oro
070353,Milagro,472,0.43,0.09,0.30,0.03,El Oro
070354,San José*,365,0.33,0.08,0.31,0.03,El Oro
070355,San Juan de Cerro Azul*,295,0.29,0.08,0.26,0.02,El Oro
0704,Balsas,"6,837",0.26,0.03,0.33,0.01,El Oro
070450,Balsas,"5,606",0.25,0.03,0.33,0.01,El Oro
070451,Bellamaría (De Balsas),"1,231",0.32,0.05,0.30,0.02,El Oro
0705,Chilla,"2,479",0.43,0.06,0.28,0.01,El Oro
070550,Chilla,"2,479",0.43,0.06,0.28,0.01,El Oro
0706,El Guabo,"49,750",0.30,0.02,0.30,0.01,El Oro
070650,El Guabo,"29,865",0.28,0.02,0.30,0.01,El Oro
070651,Barbones (Sucre),"5,676",0.26,0.03,0.27,0.01,El Oro
070652,La Iberia,"3,709",0.22,0.03,0.28,0.01,El Oro
070653,Tendales (Cab. en Puerto Tendales),"5,024",0.39,0.04,0.27,0.01,El Oro
070654,Río Bonito,"5,476",0.47,0.06,0.26,0.01,El Oro
0707,Huaquillas,"47,950",0.27,0.02,0.30,0.01,El Oro
070750,Huaquillas,"47,950",0.27,0.02,0.30,0.01,El Oro
0708,Marcabelí,"5,393",0.33,0.03,0.33,0.01,El Oro
070850,Marcabelí,"5,141",0.32,0.03,0.33,0.01,El Oro
070851,El Ingenio,252,0.46,0.09,0.29,0.03,El Oro
0709,Pasaje,"72,183",0.26,0.02,0.32,0.01,El Oro
070950,Pasaje,"52,933",0.22,0.02,0.32,0.01,El Oro
070951,Buenavista,"6,541",0.35,0.03,0.29,0.01,El Oro
070952,Casacay,"2,404",0.35,0.05,0.26,0.01,El Oro
070953,La Peaña,"3,586",0.26,0.04,0.28,0.01,El Oro
070954,Progreso,"3,967",0.47,0.06,0.26,0.01,El Oro
070955,Uzhcurrumi,916,0.29,0.06,0.26,0.01,El Oro
070956,Caña Quemada,"1,836",0.30,0.05,0.26,0.01,El Oro
0710,Piñas,"25,867",0.22,0.02,0.37,0.01,El Oro
071050,Piñas,"17,293",0.15,0.02,0.36,0.01,El Oro
071051,Capiro (Cab. en la Capilla de Capiro),"1,870",0.37,0.05,0.29,0.02,El Oro
071052,La Bocana,"1,365",0.29,0.05,0.28,0.02,El Oro
071053,Moromoro (Cab. en el Vado),"1,365",0.46,0.06,0.29,0.02,El Oro
071054,Piedras*,569,0.33,0.09,0.27,0.02,El Oro
071055,San Roque (Ambrosio Maldonado),867,0.24,0.05,0.33,0.02,El Oro
071056,Saracay,"2,538",0.35,0.04,0.26,0.01,El Oro
0711,Portovelo,"12,143",0.17,0.02,0.34,0.02,El Oro
071150,Portovelo,"9,941",0.16,0.02,0.34,0.01,El Oro
071151,Curtincapa*,510,0.22,0.06,0.31,0.03,El Oro
071152,Morales*,667,0.22,0.07,0.32,0.03,El Oro
071153,Salati*,"1,025",0.26,0.07,0.31,0.02,El Oro
0712,Santa Rosa,"68,621",0.20,0.02,0.32,0.01,El Oro
071250,Santa Rosa,"52,742",0.18,0.02,0.32,0.01,El Oro
071251,Bellavista,"2,835",0.19,0.03,0.31,0.01,El Oro
071252,Jambelí,"1,718",0.21,0.05,0.27,0.01,El Oro
071253,La Avanzada,"1,913",0.18,0.04,0.29,0.01,El Oro
071254,San Antonio,"2,061",0.25,0.05,0.28,0.02,El Oro
071255,Torata,"1,944",0.31,0.05,0.27,0.01,El Oro
071256,Victoria,"3,187",0.33,0.05,0.26,0.01,El Oro
071257,Bellamaría,"2,221",0.29,0.04,0.27,0.01,El Oro
0713,Zaruma,"23,931",0.25,0.03,0.36,0.01,El Oro
071350,Zaruma,"10,480",0.15,0.03,0.36,0.01,El Oro
071351,Abañin,"1,675",0.39,0.07,0.27,0.02,El Oro
071352,Arcapamba*,995,0.20,0.07,0.34,0.03,El Oro
071353,Guanazán,"3,036",0.48,0.07,0.30,0.02,El Oro
071354,Guizhaguiña*,"1,703",0.19,0.06,0.34,0.02,El Oro
071355,Huertas,"1,995",0.32,0.06,0.32,0.02,El Oro
071356,Malvas,"1,177",0.25,0.06,0.32,0.02,El Oro
071357,Muluncay Grande,787,0.36,0.08,0.31,0.03,El Oro
071358,Sinsao,"1,336",0.26,0.05,0.32,0.02,El Oro
071359,Salvias*,747,0.24,0.07,0.32,0.03,El Oro
0714,Las Lajas,"4,765",0.32,0.03,0.29,0.01,El Oro
071450,La Victoria,"2,606",0.26,0.04,0.29,0.01,El Oro
071451,La Libertad,799,0.46,0.07,0.27,0.02,El Oro
071452,El Paraiso,761,0.34,0.06,0.25,0.02,El Oro
071453,San Isidro*,599,0.36,0.09,0.29,0.03,El Oro
0801,Esmeraldas,"189,320",0.32,0.01,0.35,0.01,Esmeraldas
080150,Esmeraldas,"161,825",0.26,0.01,0.34,0.01,Esmeraldas
080152,Camarones (Cab. en San Vicente),"2,808",0.69,0.03,0.32,0.01,Esmeraldas
080153,Crnel. Carlos Concha Torres (Cab. en Huele),"2,307",0.84,0.05,0.32,0.02,Esmeraldas
080154,Chinca,"4,543",0.68,0.03,0.31,0.01,Esmeraldas
080159,Majua,"2,534",0.70,0.03,0.30,0.01,Esmeraldas
080163,San Mateo,"5,714",0.59,0.04,0.32,0.01,Esmeraldas
080165,Tabiazo,"2,643",0.72,0.05,0.32,0.01,Esmeraldas
080166,Tachina,"3,969",0.56,0.04,0.33,0.01,Esmeraldas
080168,Vuelta Larga,"2,977",0.50,0.04,0.36,0.01,Esmeraldas
0802,Eloy Alfaro,"39,546",0.64,0.03,0.37,0.02,Esmeraldas
080250,Valdéz (Limones),"6,226",0.45,0.10,0.33,0.01,Esmeraldas
080251,Anchayacu,"2,528",0.77,0.03,0.29,0.01,Esmeraldas
080252,Atahualpa (Cab. en Camarones),"1,442",0.76,0.07,0.33,0.04,Esmeraldas
080253,Borbón,"7,679",0.52,0.03,0.36,0.01,Esmeraldas
080254,La Tola,"2,588",0.56,0.08,0.31,0.01,Esmeraldas
080255,Luis Vargas Torres (Cab. en Playa de Oro)*,341,0.24,0.11,0.36,0.04,Esmeraldas
080256,Maldonado,"1,857",0.58,0.06,0.32,0.02,Esmeraldas
080257,Pampanal de bolívar,"1,118",0.64,0.10,0.33,0.02,Esmeraldas
080258,San Francisco de Onzole,"1,402",0.85,0.03,0.31,0.01,Esmeraldas
080259,Santo Domingo de Onzole,"1,878",0.85,0.03,0.33,0.02,Esmeraldas
080260,Selva Alegre*,"1,166",0.58,0.16,0.35,0.04,Esmeraldas
080261,Telembi,"5,587",0.92,0.04,0.30,0.02,Esmeraldas
080262,Colón Eloy del Maria,"1,410",0.65,0.06,0.31,0.02,Esmeraldas
080263,San josé de Cayapas,"1,513",0.79,0.06,0.31,0.02,Esmeraldas
080264,Timbire,"1,037",0.63,0.07,0.31,0.01,Esmeraldas
080265,Santa Lucía de la Peñas,"1,774",0.49,0.09,0.33,0.01,Esmeraldas
0803,Muisne,"28,441",0.64,0.02,0.35,0.01,Esmeraldas
080350,Muisne,"8,876",0.46,0.03,0.34,0.01,Esmeraldas
080351,Bolívar,"1,039",0.67,0.05,0.31,0.02,Esmeraldas
080352,Daule (de Muisne),"2,153",0.73,0.04,0.31,0.01,Esmeraldas
080353,Galera,"1,733",0.74,0.05,0.29,0.01,Esmeraldas
080354,Quingue (Olmedo Perdomo Franco),574,0.66,0.06,0.31,0.02,Esmeraldas
080355,Salima,"1,117",0.70,0.06,0.32,0.02,Esmeraldas
080356,San Francisco,"2,790",0.65,0.03,0.31,0.01,Esmeraldas
080357,San Gregorio,"5,905",0.79,0.03,0.29,0.01,Esmeraldas
080358,San José De Chamanga (Cab. en Chamanga),"4,254",0.68,0.04,0.34,0.01,Esmeraldas
0804,Quinindé,"122,451",0.56,0.01,0.34,0.01,Esmeraldas
080450,Rosa Zárate (Quinindé),"54,405",0.47,0.02,0.35,0.01,Esmeraldas
080451,Cube,"7,557",0.74,0.03,0.29,0.01,Esmeraldas
080452,Chura (Chancama) (Cab. En El Yerbero),"4,733",0.70,0.04,0.28,0.01,Esmeraldas
080453,Malimpia,"17,750",0.67,0.02,0.29,0.01,Esmeraldas
080454,Viche,"5,269",0.55,0.05,0.32,0.01,Esmeraldas
080455,La Unión (De Quinindé),"32,737",0.58,0.02,0.32,0.01,Esmeraldas
0805,San Lorenzo,"42,251",0.49,0.03,0.37,0.01,Esmeraldas
080550,San Lorenzo,"25,059",0.40,0.03,0.35,0.01,Esmeraldas
080551,Alto Tambo (Cab. en Guadual),"1,854",0.74,0.08,0.36,0.06,Esmeraldas
080552,Ancón (Pichangal) (Cab. en Palma Real),"1,814",0.58,0.11,0.32,0.02,Esmeraldas
080553,Calderón,628,0.55,0.05,0.28,0.02,Esmeraldas
080554,Carondelet,"1,716",0.62,0.06,0.32,0.02,Esmeraldas
080555,5 de Junio (Cab. en Uimbi)*,415,0.22,0.06,0.37,0.03,Esmeraldas
080556,Concepción,"2,346",0.63,0.04,0.36,0.02,Esmeraldas
080557,Mataje (Cab. en Santander),"1,457",0.75,0.06,0.31,0.02,Esmeraldas
080558,San Javier de Cachavi (Cab. en San Javier),664,0.73,0.06,0.29,0.02,Esmeraldas
080559,Santa Rita,"1,613",0.42,0.09,0.41,0.05,Esmeraldas
080560,Tambillo,"1,743",0.61,0.06,0.29,0.02,Esmeraldas
080561,Tululbi (Cab. en Ricaurte),"2,240",0.61,0.04,0.46,0.04,Esmeraldas
080562,Urbina,702,0.56,0.07,0.46,0.04,Esmeraldas
0806,Atacames,"41,267",0.49,0.02,0.36,0.01,Esmeraldas
080650,Atacames,"16,719",0.45,0.02,0.35,0.01,Esmeraldas
080651,La Unión (de Atacames),"2,523",0.80,0.04,0.31,0.01,Esmeraldas
080652,Súa (Cab. en la Bocana),"3,439",0.55,0.03,0.32,0.01,Esmeraldas
080653,Tonchigue,"7,992",0.54,0.03,0.32,0.01,Esmeraldas
080654,Tonsupa,"10,594",0.44,0.02,0.39,0.01,Esmeraldas
0807,Rioverde,"26,832",0.65,0.02,0.33,0.01,Esmeraldas
080750,Río Verde,"4,963",0.55,0.03,0.32,0.01,Esmeraldas
080751,Chontaduro,"3,212",0.76,0.03,0.33,0.02,Esmeraldas
080752,Chumunde,"3,502",0.78,0.03,0.30,0.01,Esmeraldas
080753,Lagarto,"5,674",0.68,0.03,0.30,0.01,Esmeraldas
080754,Montalvo (Cab. en Horqueta),"4,003",0.63,0.04,0.34,0.01,Esmeraldas
080755,Rocafuerte,"5,478",0.59,0.04,0.34,0.01,Esmeraldas
0901,Guayaquil,"2,333,797",0.14,0.01,0.38,0.02,Guayas
090150,Guayaquil,"2,274,350",0.14,0.01,0.39,0.02,Guayas
090152,Juan Gómez Rendón (Progreso),"11,895",0.20,0.03,0.26,0.01,Guayas
090153,Morro,"4,974",0.26,0.05,0.26,0.01,Guayas
090156,Posorja,"24,041",0.21,0.02,0.26,0.01,Guayas
090157,Puná,"6,716",0.26,0.05,0.26,0.01,Guayas
090158,Tenguel,"11,821",0.19,0.02,0.27,0.01,Guayas
0902,Alfredo Baquerizo Moreno,"25,017",0.36,0.02,0.27,0.01,Guayas
090250,Alfredo Baquerizo Moreno (Jujan),"25,017",0.36,0.02,0.27,0.01,Guayas
0903,Balao,"20,344",0.34,0.02,0.26,0.01,Guayas
090350,Balao,"20,344",0.34,0.02,0.26,0.01,Guayas
0904,Balzar,"53,317",0.42,0.02,0.29,0.01,Guayas
090450,Balzar,"53,317",0.42,0.02,0.29,0.01,Guayas
0905,Colimes,"23,204",0.45,0.03,0.27,0.01,Guayas
090550,Colimes,"17,148",0.44,0.03,0.27,0.01,Guayas
090551,San Jacinto,"6,056",0.48,0.05,0.26,0.01,Guayas
0906,Daule,"119,897",0.25,0.01,0.45,0.02,Guayas
090650,Daule,"87,134",0.22,0.01,0.46,0.02,Guayas
090652,Juan Bautista Aguirre (Los Tintos),"5,502",0.31,0.04,0.25,0.01,Guayas
090653,Laurel,"9,854",0.36,0.04,0.25,0.01,Guayas
090654,Limonal,"8,757",0.35,0.03,0.25,0.01,Guayas
090656,Los Lojas (Enrique Baquerizo Moreno),"8,650",0.26,0.03,0.25,0.01,Guayas
0907,Duran,"235,164",0.09,0.01,0.31,0.01,Guayas
090750,Eloy Alfaro (Duran),"235,164",0.09,0.01,0.31,0.01,Guayas
0908,El Empalme,"73,787",0.38,0.02,0.27,0.01,Guayas
090850,Velasco Ibarra (El Empalme),"47,214",0.35,0.02,0.28,0.01,Guayas
090851,Guayas (Pueblo Nuevo),"17,418",0.44,0.03,0.26,0.01,Guayas
090852,El Rosario,"9,155",0.41,0.03,0.26,0.01,Guayas
0909,El Triunfo,"44,644",0.24,0.03,0.29,0.01,Guayas
090950,El Triunfo,"44,644",0.24,0.03,0.29,0.01,Guayas
0910,Milagro,"166,219",0.20,0.01,0.31,0.01,Guayas
091050,Milagro,"144,640",0.20,0.01,0.31,0.01,Guayas
091051,Chobo,"5,421",0.26,0.04,0.31,0.02,Guayas
091053,Mariscal Sucre (Huaques),"5,360",0.23,0.03,0.27,0.01,Guayas
091054,Roberto Astudillo (Cab. en Cruce de Venecia),"10,798",0.23,0.03,0.27,0.01,Guayas
0911,Naranjal,"67,817",0.29,0.03,0.28,0.01,Guayas
091150,Naranjal,"39,498",0.25,0.03,0.29,0.01,Guayas
091151,Jesús María,"6,409",0.30,0.03,0.27,0.01,Guayas
091152,San Carlos,"6,490",0.31,0.03,0.26,0.01,Guayas
091153,Santa Rosa de Flandes,"5,389",0.39,0.04,0.27,0.01,Guayas
091154,Taura,"10,031",0.40,0.03,0.26,0.01,Guayas
0912,Naranjito,"37,073",0.27,0.02,0.28,0.01,Guayas
091250,Naranjito,"37,073",0.27,0.02,0.28,0.01,Guayas
0913,Palestina,"16,043",0.34,0.02,0.27,0.01,Guayas
091350,Palestina,"16,043",0.34,0.02,0.27,0.01,Guayas
0914,Pedro Carbo,"43,230",0.38,0.02,0.27,0.01,Guayas
091450,Pedro Carbo,"31,201",0.36,0.02,0.27,0.01,Guayas
091451,Valle de la Virgen,"5,168",0.49,0.05,0.25,0.01,Guayas
091452,Sabanilla,"6,861",0.40,0.04,0.25,0.01,Guayas
0916,Samborondón,"67,167",0.17,0.01,0.49,0.02,Guayas
091650,Samborondón,"51,225",0.13,0.01,0.46,0.02,Guayas
091651,Tarifa,"15,942",0.30,0.02,0.26,0.01,Guayas
0918,Santa Lucia,"38,812",0.40,0.03,0.26,0.01,Guayas
091850,Santa Lucía,"38,812",0.40,0.03,0.26,0.01,Guayas
0919,Urbina Jado,"56,998",0.44,0.03,0.26,0.01,Guayas
091950,El Salitre (Las Ramas),"27,938",0.42,0.03,0.26,0.01,Guayas
091951,General Vernaza (Dos Esteros),"9,431",0.42,0.04,0.25,0.01,Guayas
091952,La Victoria (Nanza),"6,409",0.47,0.05,0.26,0.01,Guayas
091953,Junquillal,"13,220",0.50,0.04,0.25,0.01,Guayas
0920,San Jacinto de Yaguachi,"60,529",0.34,0.02,0.28,0.01,Guayas
092050,Yaguachi Nuevo (San Jacinto de Yaguachi),"26,499",0.31,0.02,0.28,0.01,Guayas
092053,Gral. Pedro J. Montero (Boliche),"8,173",0.34,0.03,0.26,0.01,Guayas
092055,Yaguachi Viejo (Cone),"11,895",0.39,0.03,0.26,0.01,Guayas
092056,Virgen de Fátima,"13,962",0.34,0.03,0.28,0.01,Guayas
0921,Playas,"41,605",0.21,0.02,0.29,0.01,Guayas
092150,General Villamil (Playas),"41,605",0.21,0.02,0.29,0.01,Guayas
0922,Simón Bolívar,"25,270",0.41,0.03,0.26,0.01,Guayas
092250,Simón Bolívar,"14,483",0.38,0.03,0.27,0.01,Guayas
092251,Crnel. Lorenzo de Garaicoa (Pedregal),"10,787",0.45,0.04,0.26,0.01,Guayas
0923,Coronel Marcelino Maridueña,"11,959",0.17,0.02,0.30,0.01,Guayas
092350,Crnel. Marcelino Mariduena,"11,959",0.17,0.02,0.30,0.01,Guayas
0924,Lomas de Sargentillo,"18,323",0.31,0.03,0.26,0.01,Guayas
092450,Lomas de Sargentillo,"18,323",0.31,0.03,0.26,0.01,Guayas
0925,Nobol (Piedrahita),"19,572",0.31,0.02,0.27,0.01,Guayas
092550,Narcisa de Jesús,"19,572",0.31,0.02,0.27,0.01,Guayas
0927,General Antonio Elizalde (Bucay),"10,620",0.20,0.03,0.30,0.01,Guayas
092750,General Antonio Elizalde (Bucay),"10,620",0.20,0.03,0.30,0.01,Guayas
0928,Isidro Ayora,"10,772",0.42,0.03,0.26,0.01,Guayas
092850,Isidro Ayora (Soledad),"10,772",0.42,0.03,0.26,0.01,Guayas
1001,Ibarra,"180,395",0.23,0.01,0.37,0.01,Imbabura
100150,Ibarra,"139,238",0.16,0.01,0.36,0.01,Imbabura
100151,Ambuquí,"5,464",0.50,0.04,0.33,0.01,Imbabura
100152,Angochagua,"3,263",0.61,0.03,0.29,0.01,Imbabura
100153,Carolina,"2,716",0.71,0.03,0.30,0.01,Imbabura
100154,La Esperanza,"7,119",0.45,0.05,0.31,0.01,Imbabura
100155,Lita,"3,337",0.75,0.03,0.32,0.01,Imbabura
100156,Salinas,"1,741",0.35,0.06,0.30,0.01,Imbabura
100157,San Antonio,"17,517",0.30,0.02,0.33,0.01,Imbabura
1002,Antonio Ante,"43,484",0.35,0.01,0.36,0.01,Imbabura
100250,Atuntaqui,"23,280",0.27,0.01,0.36,0.01,Imbabura
100251,Imbaya (San Luis de Cobuendo),"1,276",0.40,0.05,0.36,0.02,Imbabura
100252,San Francisco de Natabuela,"5,649",0.31,0.03,0.31,0.01,Imbabura
100253,San José de Chaltura,"3,140",0.37,0.03,0.33,0.01,Imbabura
100254,San Roque,"10,139",0.55,0.02,0.32,0.01,Imbabura
1003,Cotacachi,"39,861",0.57,0.01,0.40,0.01,Imbabura
100350,Cotacachi,"17,063",0.42,0.02,0.40,0.01,Imbabura
100351,Apuela,"1,821",0.75,0.04,0.30,0.02,Imbabura
100352,Garcia Moreno (Llurimagua),"5,030",0.72,0.04,0.29,0.01,Imbabura
100353,Imantag,"4,905",0.78,0.03,0.29,0.01,Imbabura
100354,Peñaherrera,"1,625",0.68,0.04,0.31,0.02,Imbabura
100355,Plaza Gutiérrez (Calvario),496,0.63,0.06,0.32,0.02,Imbabura
100356,Quiroga,"6,445",0.53,0.02,0.37,0.01,Imbabura
100357,6 de Julio de Cuellaje (Cab. en Cuellaje),"1,778",0.75,0.04,0.31,0.02,Imbabura
100358,Vacas Galindo (El Churo) (Cab. en San Miguel Alto),698,0.84,0.04,0.28,0.02,Imbabura
1004,Otavalo,"104,669",0.44,0.01,0.37,0.01,Imbabura
100450,Otavalo,"52,596",0.33,0.01,0.37,0.01,Imbabura
100451,Dr. Miguel Egas Cabezas (Peguche),"4,877",0.47,0.03,0.32,0.01,Imbabura
100452,Eugenio Espejo (Calpaqui),"7,357",0.60,0.02,0.31,0.01,Imbabura
100453,González Suárez,"5,626",0.50,0.04,0.32,0.01,Imbabura
100454,Pataqui,269,0.67,0.08,0.27,0.03,Imbabura
100455,San José de Quichinche,"8,476",0.68,0.02,0.31,0.01,Imbabura
100456,San Juan de Ilumán,"8,573",0.52,0.03,0.29,0.01,Imbabura
100457,San Pablo,"9,874",0.46,0.02,0.34,0.01,Imbabura
100458,San Rafael,"5,421",0.53,0.03,0.28,0.01,Imbabura
100459,Selva Alegre (Cab. en San Miguel de Pamplona),"1,600",0.72,0.04,0.28,0.01,Imbabura
1005,Pimampiro,"12,963",0.51,0.02,0.34,0.01,Imbabura
100550,Pimampiro,"9,070",0.44,0.02,0.34,0.01,Imbabura
100551,Chuga,"1,080",0.79,0.05,0.25,0.01,Imbabura
100552,Mariano Acosta,"1,544",0.63,0.05,0.29,0.01,Imbabura
100553,San Francisco de Sigsipamba,"1,269",0.64,0.04,0.27,0.01,Imbabura
1006,San Miguel de Urcuquí,"15,629",0.58,0.02,0.32,0.01,Imbabura
100650,Urcuquí,"5,187",0.51,0.02,0.34,0.01,Imbabura
100651,Cahuasquí,"1,800",0.59,0.05,0.29,0.01,Imbabura
100652,La Merced de Buenos Aires,"1,893",0.75,0.04,0.30,0.02,Imbabura
100653,Pablo Arenas,"2,110",0.55,0.04,0.29,0.01,Imbabura
100654,San Blas,"3,015",0.65,0.04,0.31,0.02,Imbabura
100655,Tumbabiro,"1,624",0.54,0.04,0.29,0.01,Imbabura
1101,Loja,"211,527",0.19,0.01,0.37,0.01,Loja
110150,Loja,"177,620",0.15,0.01,0.36,0.01,Loja
110151,Chantaco,"1,177",0.52,0.04,0.28,0.02,Loja
110152,Chuquiribamba,"2,460",0.52,0.04,0.28,0.01,Loja
110153,El Cisne,"1,615",0.33,0.04,0.29,0.02,Loja
110154,Gualel,"2,060",0.59,0.04,0.27,0.01,Loja
110155,Jimbilla,"1,114",0.49,0.06,0.28,0.02,Loja
110156,Malacatos (Valladolid),"7,049",0.35,0.03,0.32,0.01,Loja
110157,San Lucas,"4,668",0.59,0.03,0.30,0.01,Loja
110158,San Pedro de Vilcabamba,"1,282",0.22,0.04,0.29,0.02,Loja
110159,Santiago,"1,373",0.57,0.04,0.28,0.01,Loja
110160,Taquil (Miguel Riofrio),"3,663",0.59,0.03,0.28,0.01,Loja
110161,Vilcabamba (Victoria),"4,642",0.26,0.05,0.31,0.01,Loja
110162,Yangana (Arsenio Castillo),"1,420",0.27,0.04,0.29,0.02,Loja
110163,Quinara,"1,384",0.35,0.06,0.27,0.01,Loja
1102,Calvas,"27,736",0.40,0.02,0.35,0.01,Loja
110250,Cariamanga,"20,852",0.31,0.02,0.34,0.01,Loja
110251,Colaisaca,"1,854",0.69,0.03,0.27,0.01,Loja
110252,El Lucero,"2,025",0.59,0.04,0.28,0.02,Loja
110253,Utuana,"1,337",0.66,0.04,0.27,0.01,Loja
110254,Sanguillín,"1,668",0.71,0.04,0.26,0.01,Loja
1103,Catamayo,"30,419",0.38,0.03,0.31,0.01,Loja
110350,Catamayo (La Toma),"23,237",0.37,0.04,0.31,0.01,Loja
110351,El Tambo,"4,630",0.50,0.04,0.27,0.01,Loja
110352,Guayquichuma,383,0.44,0.08,0.27,0.02,Loja
110353,San Pedro de la Bendita*,"1,589",0.18,0.05,0.28,0.02,Loja
110354,Zambi,580,0.50,0.06,0.29,0.02,Loja
1104,Celica,"14,041",0.36,0.03,0.32,0.01,Loja
110450,Celica,"6,916",0.30,0.03,0.33,0.01,Loja
110451,Cruzpamba (Cab. en Carlos Bustamante),"1,094",0.41,0.05,0.27,0.02,Loja
110455,Pozul (San Juan de Pozul),"3,035",0.42,0.04,0.30,0.02,Loja
110456,Sabanilla,"2,423",0.41,0.05,0.30,0.02,Loja
110457,Tnte. Maximiliano Rodríguez Loaiza,573,0.59,0.06,0.30,0.02,Loja
1105,Chaguarpamba,"7,020",0.49,0.03,0.29,0.01,Loja
110550,Chaguarpamba,"3,438",0.46,0.03,0.28,0.01,Loja
110551,Buenavista,"1,214",0.44,0.04,0.31,0.02,Loja
110552,El Rosario,495,0.50,0.06,0.27,0.02,Loja
110553,Santa Rufina,"1,210",0.57,0.04,0.28,0.02,Loja
110554,Amarillos,663,0.58,0.06,0.28,0.02,Loja
1106,Espíndola,"14,773",0.60,0.02,0.29,0.01,Loja
110650,Amaluza,"3,412",0.43,0.03,0.29,0.01,Loja
110651,Bellavista,"2,335",0.69,0.03,0.27,0.01,Loja
110652,Jimbura,"2,316",0.70,0.03,0.28,0.02,Loja
110653,Santa Teresita,"1,756",0.67,0.04,0.27,0.01,Loja
110654,27 de Abril (Cab. en la Naranja),"2,086",0.60,0.05,0.25,0.01,Loja
110655,El Ingenio,"1,871",0.61,0.04,0.28,0.02,Loja
110656,El Airo,997,0.58,0.06,0.27,0.02,Loja
1107,Gonzanama,"12,692",0.44,0.02,0.31,0.01,Loja
